PMID
21421862
10051014
10052404
10053006
10094192
10102904
10190479
10233244
10319196
10319207
10330347
10331611
10368461
10388418
10398233
10398235
10398237
10398239
10406984
10420198
10429812
10449654
10449925
10486082
10494091
10527680
10533032
10544231
10544232
10573017
10594886
10594887
10631927
10655068
10660131
10660318
10668715
10677302
10677329
10683749
10684912
10700239
10729296
10732809
10733237
10735455
10756342
10758162
1083619
10843148
1084423
10861681
10896305
10916682
10930359
10955481
10994447
11073537
11117544
11152141
11152145
11157507
11166163
11170073
11170086
11170088
11185076
11198284
11241490
11242109
11242115
11260210
11303519
11310626
11328337
11345185
11385232
11389160
11389486
11391656
11453928
11467836
11486897
11491310
1149323
11506403
11524703
11533914
11552996
11562630
11562936
1156563
11594343
1167409
11746007
11746030
11746031
11746043
11748497
11782983
11805270
11807445
11836368
11930273
11949937
11950858
11992258
12002144
12002155
1202162
12021949
12023320
12032729
12035594
12049599
12072798
12072888
12081722
12087934
12112104
12116258
12160974
12177367
1218204
1218236
1218241
12189496
12192735
12207605
12210352
12239731
12244316
122795
12324554
12325076
12401988
12401992
12403693
12428206
12457412
12480428
1248168
12503112
12512044
12543751
12599187
12605440
12605445
12605447
12629077
12632574
12649063
12684507
12707859
12709756
1271432
1271602
12725596
1273139
12738133
12740761
12745002
12749064
12749069
12784294
12784304
12786688
12818526
12819171
12833395
12833414
12847162
12868468
12868473
12868478
12884431
12900897
12904520
12910489
12919145
12920088
12921790
12923531
12923870
12949965
12966531
13030490
1311991
13385309
1342874
1345513
1357179
1378778
1379303
1384331
13867923
13872585
13880014
139144
14015109
1404302
14065995
14078376
141212
1415344
1415349
14161103
1433236
1442888
144791
14508503
14556244
14556245
14556253
14556254
14564206
14564668
14571277
14639586
14659780
14673469
14678799
14679583
14681890
14684697
14702087
14705166
14723589
14726855
14736794
14756673
14764948
1481808
1488978
1488989
1493643
14988808
15024124
15054395
15057987
1507720
15088061
15103724
15114530
15121775
15122708
15127758
151611
1516223
15173244
15173247
15176598
1518028
1519650
15200512
15210883
15211658
15214018
15216555
15243476
15260953
15264282
15265795
15266607
15266620
15270770
15273283
15337475
15342970
15349548
15349861
1535034
15365455
15365460
15368502
15370096
15386452
15448795
15452077
15455396
15464186
15505824
15517830
15523498
15525660
15531940
15534129
15546587
15548556
15557784
15559435
1557086
15577753
15578584
15578610
15580566
15581839
15602085
15602090
15668942
15670180
15671104
15672385
15696563
15702405
15712320
15723305
15734014
15739106
15754354
15769815
15790791
15824355
1583659
15851747
15852040
15852220
15877279
15887274
15887301
15902551
1590979
15915160
15924278
15937946
15940380
15948194
15968934
15971356
15981765
15990200
15994862
15994868
15995452
15996213
16001442
16006734
16011615
16012840
16024908
16025060
16047366
16052165
1605224
1605232
1605250
16053905
16055361
16059936
16061565
16080945
16086393
1609828
16100538
16116111
16132981
16150380
16155570
16178082
16181293
1622524
16227098
16227998
16237701
16267671
16272061
16276422
16278897
16280295
16283874
16283892
1628512
16301218
16317305
16321766
16329114
16333315
16352480
16355816
16368207
16378921
16385460
16409151
16411191
16418676
1642260
1642273
16429158
16439678
16458719
16459996
16466957
16467218
16470600
16470687
16470708
16477654
16490493
16493439
16502429
16511605
16511635
16531731
16531733
16537452
16543359
16557642
16566018
16584062
1661780
16628197
16631367
16636240
16642505
16648851
1666396
16670177
16670688
16685654
16688750
16691627
16700052
16700830
16714133
16714317
16715098
16722536
16722615
16728649
1674639
16756677
16760198
16760739
16783569
16798390
16804117
16816023
16818673
16826533
16854200
16887444
16901296
16909383
16912710
16924009
17033686
17036343
17090894
17097682
17103435
17109744
17122114
17132147
17159516
17160893
17163533
17195838
17196245
17220172
17230486
17236192
17273968
17282997
17331980
17332895
17336526
17341861
17343267
17351347
17353897
17369115
17401577
17431908
17457484
17460227
1746601
1746602
17471331
17485548
17486094
17496421
17502476
17515304
17545556
17567305
17605047
17618504
17632779
17689999
17701898
17701900
1770541
17709045
17710870
17710876
17712733
17715284
17765807
1776627
1776630
17786112
17853480
17853486
17873122
17875913
17880954
17907157
17923109
17926374
17928598
17935233
17935248
17935254
17937424
17938964
17940005
17963220
17964839
18000904
18024385
18035159
18037121
18043242
18065693
18076102
18179883
18179901
18183042
18195152
18203155
18203204
182299
18231710
18234729
18241073
18252230
18297069
18304158
18304496
18329345
18358405
18364116
18372039
18385778
18398855
18410980
18412118
18420150
18421897
18423520
18439547
18441155
18451993
18513683
18537865
18543054
18553510
18553549
18570303
18577546
1860252
18603627
18606301
18618994
18627052
18627055
1863996
1864606
18668130
18688663
18700883
18716613
18765655
18771761
187745
18775590
1877628
187789
18781183
18784102
18792985
18798318
18798326
18798845
18808562
18812404
18830228
18831061
18834968
1884519
18849486
18851904
18854864
1887846
1887849
18922146
18925663
18925669
18930476
18948002
18957854
1896543
1897570
1897582
18985159
18990988
18996908
19008299
19014058
19022412
19026398
19034313
19056803
19065272
19067230
19068278
19075392
19084402
19089472
19108857
19110214
19127048
19133692
19138848
19139306
19154696
19161147
1916762
19185282
19187480
19192020
19206156
19207241
19213036
19213692
19221800
19224791
19229056
19231292
19231513
19251507
19251977
19268275
19282408
19283856
19288552
19303466
19304569
19307729
19309503
19318925
19327736
19329487
19329989
19344886
19345147
19368978
19373080
19387023
19396831
19398911
19400539
19401242
19401489
19409520
19409522
1941968
19438675
19449401
19449409
19449424
19461874
19465910
19469847
19478460
19481194
19483159
19500103
19502294
1951441
19533797
19535802
19559399
1956062
1956065
19576565
19577670
19580635
19584065
19586763
19609311
19610084
19615667
19620628
19650361
19674470
19681155
19696475
19699667
19710953
19716111
19720981
19725128
19732866
19753314
19762173
19764024
19764033
19765682
19776401
19798730
19814742
19836135
19839037
19839038
19844254
19862844
19863561
19878392
19890111
19896110
19921646
19922730
19932204
19941420
19948560
19952732
1999827
20000878
20004786
20004881
2002480
2002486
2002488
20039086
20039262
20040766
20049731
20052029
20058713
20068593
20083040
20101333
20104614
20105568
20127219
201363
20137776
20140965
20145678
20149753
20164846
20170897
20171888
20179579
2018059
2018061
20186786
20206336
20229579
2029916
20301332
20301335
20301336
20301374
20301395
20301406
20301431
20301440
20301448
20301454
20301572
20301622
20301637
20301638
20301647
20301655
20301675
20301680
20301682
