,gardid,mondoid,omimid,disease,Eutils pmids Count,Mondo pmids Count,OMIM pmids Count,Eutils Mondo Intersection Count,Eutils - Mondo Count,Mondo - Eutils Count,Eutils OMIM Intersection Count,Eutils - OMIM Count,OMIM - Eutils Count,Eutils pmids,Mondo pmids,OMIM pmids,Eutils Mondo Intersection,Eutils - Mondo,Mondo - Eutils,Eutils OMIM Intersection,Eutils - OMIM,OMIM - Eutils
0,GARD:0000001,MONDO:0011308,OMIM:603358,GRACILE syndrome,32,16,11,7,25,9,2,30,9,"[31672551, 31435670, 31433973, 30582773, 30530468, 29782205, 30859779, 28427446, 28322498, 27809283, 30226971, 29090881, 26563427, 24655110, 23892085, 22991165, 22970607, 22829922, 22277166, 21680270, 21620786, 21484424, 21274865, 20580947, 20518024, 18386115, 17314340, 15506716, 12547234, 12215968, 12027811, 11977179]","[20518024, 21274865, 19285991, 26489029, 25895478, 23892085, 24236502, 28105683, 22277166, 24655110, 25914718, 12215968, 18771761, 12910490, 17314340, 11528392]","[8230163, 11528392, 9482441, 10654962, 11421280, 10837493, 7577396, 4584134, 11977179, 9792866, 12215968]","{12215968, 17314340, 24655110, 20518024, 22277166, 21274865, 23892085}","{27809283, 30859779, 21484424, 21680270, 31435670, 30226971, 15506716, 12547234, 12027811, 30530468, 21620786, 28427446, 29782205, 22991165, 29090881, 28322498, 18386115, 20580947, 11977179, 22829922, 26563427, 31672551, 22970607, 30582773, 31433973}","{26489029, 19285991, 11528392, 18771761, 28105683, 25895478, 24236502, 12910490, 25914718}","{12215968, 11977179}","{27809283, 30859779, 24655110, 21484424, 20518024, 21680270, 31435670, 30226971, 15506716, 12547234, 12027811, 30530468, 17314340, 22277166, 21620786, 28427446, 29782205, 22991165, 29090881, 28322498, 18386115, 20580947, 22829922, 26563427, 31672551, 22970607, 21274865, 30582773, 31433973, 23892085}","{11421280, 9792866, 4584134, 11528392, 9482441, 10654962, 8230163, 7577396, 10837493}"
1,GARD:0000003,MONDO:0008693,OMIM:200110,Ablepharon macrostomia syndrome,31,52,15,7,24,45,13,18,2,"[31462237, 31373987, 30450715, 30076894, 29538102, 28690482, 28680619, 28663233, 28369379, 27196381, 26600791, 26119818, 25069316, 24115501, 22002929, 21595001, 23198177, 19760652, 17163535, 15103726, 11807864, 11746001, 11038439, 10721975, 9674915, 8834257, 8746822, 2036354, 3068987, 3293678, 4003491]","[31308550, 19123269, 17897480, 16845399, 1570894, 1548200, 2345201, 17423028, 5656922, 8507715, 8270703, 1751394, 929156, 2808166, 8354472, 1566027, 25340742, 1569276, 1954864, 2127493, 4445873, 1638959, 1772392, 1472379, 1424809, 8430074, 4488646, 1295846, 9851916, 16480708, 21307099, 17142668, 20691175, 19103192, 9716413, 22275075, 11799068, 17588558, 12756172, 39, 2, 37, 21873635, 8746822, 11807864, 28369379, 15103726, 11038439, 15735646, 21595001, 26522474, 26119818]","[4774831, 15103726, 17163535, 8746822, 11038439, 4003491, 3293678, 22002929, 26119818, 9674915, 913905, 8834257, 2036354, 21595001, 11807864]","{28369379, 8746822, 11038439, 26119818, 15103726, 11807864, 21595001}","{2036354, 25069316, 19760652, 17163535, 30450715, 31373987, 9674915, 4003491, 28680619, 24115501, 28690482, 29538102, 10721975, 3068987, 28663233, 11746001, 8834257, 26600791, 27196381, 31462237, 30076894, 23198177, 3293678, 22002929}","{2, 22275075, 929156, 2127493, 31308550, 17897480, 9851916, 17142668, 11799068, 37, 39, 1548200, 8354472, 1424809, 1638959, 1954864, 4445873, 17423028, 9716413, 8507715, 16480708, 19123269, 25340742, 4488646, 1566027, 12756172, 1570894, 17588558, 16845399, 19103192, 5656922, 21307099, 15735646, 1751394, 21873635, 2808166, 1295846, 1772392, 20691175, 26522474, 8270703, 2345201, 8430074, 1472379, 1569276}","{2036354, 4003491, 9674915, 8746822, 11038439, 26119818, 15103726, 17163535, 3293678, 22002929, 8834257, 11807864, 21595001}","{28663233, 23198177, 31373987, 25069316, 28369379, 3068987, 28680619, 19760652, 24115501, 31462237, 11746001, 28690482, 30076894, 29538102, 10721975, 30450715, 27196381, 26600791}","{913905, 4774831}"
2,GARD:0000004,MONDO:0005731,,Acanthocheilonemiasis,16,0,0,0,16,0,0,16,0,"[32166425, 32163524, 31796181, 29995959, 28705255, 27010261, 26859724, 25944406, 25068432, 23926787, 23925446, 23760875, 23442771, 21957747, 13327251, 13241654]",[],[],set(),"{23926787, 32163524, 23925446, 26859724, 25068432, 23442771, 13327251, 31796181, 27010261, 25944406, 32166425, 28705255, 23760875, 21957747, 13241654, 29995959}",set(),set(),"{23926787, 32163524, 23925446, 26859724, 25068432, 23442771, 13327251, 31796181, 27010261, 25944406, 32166425, 28705255, 23760875, 21957747, 13241654, 29995959}",set()
3,GARD:0000005,MONDO:0008692,OMIM:200100,Abetalipoproteinemia,736,28,35,19,717,9,26,710,9,"[32809602, 32762461, 32705600, 32705593, 32606520, 32433446, 32311359, 32157853, 32039990, 31914726, 31747195, 31253576, 31087595, 31086851, 31004524, 30923109, 30875496, 30782561, 30731125, 30730934, 30629196, 30522860, 30398540, 30358967, 30154201, 30113765, 30038131, 30021760, 30020727, 29903445, 29620515, 29540175, 29226019, 28712180, 28514664, 28431603, 28295777, 27578136, 27487388, 27460185, 27179706, 27160094, 27099900, 26868089, 26821516, 26816882, 26747865, 26630090, 26612772, 26561704, 26546829, 26487725, 26458397, 26396722, 26350457, 26224785, 26147873, 26086616, 26073401, 26062159, 26040232, 25915509, 25763510, 25618028, 25552696, 25488886, 25427442, 25387865, 25335492, 25108285, 25000351, 24917534, 24842304, 24812437, 24781598, 24753676, 24751931, 24345829, 24320780, 24288038, 24170593, 24139731, 24072051, 23859162, 23746940, 23666884, 23622402, 23556456, 23507868, 23475612, 23440258, 23329770, 23090820, 23192927, 23123764, 23122227, 23053187, 23043934, 23033902, 22811425, 22378282, 22353470, 22236406, 22150066, 22121032, 22104167, 22027213, 21874758, 21827896, 21805416, 21534356, 21502686, 21484752, 21484009, 21418029, 21394827, 21333248, 21195440, 21087783, 20957025, 20953537, 20920215, 20626336, 20592474, 20493784, 20402070, 20183831, 19601852, 19552676, 19442480, 19066957, 19056372, 19016739, 18784430, 18611256, 18567359, 18566665, 18458293, 18367944, 18239027, 18027103, 17824093, 17605339, 17605029, 17570373, 17460234, 17393954, 17323779, 17303531, 17275380, 17258790, 17132287, 17112370, 17022912, 16955552, 16835471, 16728468, 16569910, 16390683, 16354657, 16193447, 16143868, 16121828, 15960365, 15910857, 15765527, 15711419, 15681888, 15671937, 15658275, 15654125, 15207778, 15142658, 15136504, 15107843, 15095788, 14749227, 14748715, 14741197, 14740999, 14732481, 14661931, 14653406, 12700048, 12630961, 12449451, 12420918, 12417271, 12185448, 12135064, 11947895, 11907952, 11808245, 11792248, 11769484, 11767031, 11731874, 11684382, 11677202, 11592517, 11347116, 11347071, 11347069, 11347068, 11345181, 11308051, 11284140, 11229873, 11225145, 11198137, 11122693, 11031986, 11031927, 10990076, 10984082, 10959274, 10946006, 10940349, 10893406, 10891663, 10856714, 10787183, 10679949, 10665502, 10638203, 10638197, 10629953, 10597631, 10580165, 10446076, 10370733, 10360951, 10354927, 10340561, 10225972, 10198883, 10092635, 10082886, 10067265, 10037685, 9875061, 9851215, 9824535, 9784135, 9717061, 9716144, 9686820, 9671739, 9645013, 9645004, 9645002, 9645001, 9600371, 9570036, 9488285, 9467817, 27406331, 9412607, 9382101, 9253519, 9638514, 9012278, 8939939, 8876250, 8889269, 8975488, 8849120, 8808765, 8660984, 10830000, 10829996, 9075328, 8770313, 8533758, 7646432, 27405710, 7782284, 8527219, 7803401, 7853698, 7961879, 7832429, 7958507, 7927209, 7852858, 7851471, 8071315, 7749670, 7980705, 21244892, 7664034, 8044420, 8122882, 7896372, 8143678, 8111381, 24398183, 8277571, 8232922, 8133839, 8255668, 8361539, 8340987, 8340078, 9435782, 8370676, 8462175, 8385810, 8422264, 8311419, 8310805, 24323242, 1439810, 1420297, 1640956, 1315969, 1731805, 1728538, 1374125, 1939657, 1813177, 1783607, 1860638, 2065927, 2070076, 2040353, 1904656, 2020662, 1845467, 1768838, 2232245, 2339706, 2380639, 2319582, 2295628, 2316362, 2179443, 2176058, 2621418, 2599500, 2753336, 2642215, 2668215, 2787138, 2928339, 2723586, 2687930, 2920062, 2562621, 2553790, 3192172, 2903181, 2846998, 3206997, 3379137, 3377877, 3290483, 3063411, 2828430, 3421144, 3223418, 3139930, 3066172, 3042205, 2446477, 3690434, 3689473, 3653634, 3692094, 3694376, 3632434, 3631927, 3565300, 3792776, 3794931, 3569372, 3552452, 2448510, 3782476, 2429992, 2944375, 3640175, 3524709, 2426307, 3012411, 3010179, 3954973, 3706925, 3540925, 3086933, 2432761, 3934198, 4084361, 3832509, 2991816, 4031057, 4026621, 4000224, 4043131, 3925935, 4031653, 3995074, 3887163, 3975124, 4030932, 2982214, 4075477, 3930848, 3916044, 3915952, 3907464, 2986430, 2981135, 2578350, 6500514, 6497872, 6493710, 6326713, 6704795, 6691669, 6319954, 6708089, 6473459, 6472810, 6422441, 6330755, 6315760, 6242973, 6668452, 6318779, 6888269, 6355992, 6193458, 6632291, 6631230, 6620711, 6576379, 6613527, 6304711, 6875389, 6851466, 6415791, 6130255, 6675358, 6671265, 6557902, 6360590, 6230900, 7171526, 7161557, 6813184, 6294137, 6959145, 7135826, 7130858, 6896363, 6283000, 7078415, 7040848, 7171188, 7089428, 7057101, 7054218, 7037235, 6959555, 6806887, 6178129, 6118719, 7322143, 7315226, 7295130, 7334347, 6168375, 7229035, 7346815, 6260556, 7347872, 6973052, 6789759, 6153056, 7425890, 7422151, 6933487, 7381337, 6994580, 6246140, 6987270, 6929501, 7355018, 7350037, 6454320, 517556, 498497, 491973, 232270, 490041, 221546, 384522, 419983, 428829, 365664, 252473, 95362, 716878, 85326, 210827, 208591, 205557, 205163, 631097, 735924, 622824, 83785, 76612, 609504, 925520, 198504, 327326, 874076, 197677, 194472, 194011, 405443, 195758, 191571, 855647, 848999, 612722, 827699, 1005088, 1013003, 181647, 976092, 967739, 189366, 180811, 934126, 1267635, 178813, 175836, 1252410, 1274945, 174851, 1255018, 782598, 182296, 170675, 49401, 164511, 164482, 58489, 50260, 810289, 1150295, 167648, 163777, 162931, 4448411, 4472544, 4368720, 4135110, 4364313, 4848489, 4366377, 4359767, 11344558, 4533482, 4429757, 4791386, 4729970, 4129850, 4719023, 4351560, 4123425, 4785306, 4574006, 4121932, 4121898, 4725977, 4361962, 4568833, 4766524, 4517658, 4351407, 4348721, 4512375, 4264214, 4117588, 5030843, 5034856, 5032229, 4625913, 5025179, 5036529, 4553718, 4536856, 5054004, 4665531, 4637007, 4345524, 4344798, 4123897, 4107817, 5316085, 5157077, 5143786, 5116382, 5124019, 5114757, 5114285, 5092855, 4942170, 4261194, 5561886, 4942445, 4995946, 5559438, 5089609, 4940517, 5549807, 5549803, 4102462, 5549074, 5108132, 5555021, 5090327, 4945280, 4346115, 4111632, 5491083, 5492703, 5492702, 5504079, 5477702, 5477641, 5509021, 5489097, 4915341, 4193250, 5421321, 5420234, 5443365, 5422586, 5420589, 5411920, 5450995, 4193532, 4104194, 5775342, 5403010, 5264144, 5361987, 5824918, 5799024, 5367419, 5791718, 5770055, 4976946, 4978919, 5779264, 4887868, 5764797, 5766026, 5766025, 5375161, 5359538, 4185977, 5738135, 5246563, 5677189, 4175668, 5245476, 5693348, 4875650, 4873808, 5659374, 4173571, 5651363, 5636069, 5720868, 5673037, 4890104, 4190613, 4177599, 5590819, 5618806, 6027078, 4962143, 6027162, 6023771, 5334379, 4163646, 6018748, 4255726, 5957740, 4163326, 4166985, 5912219, 5941972, 4957009, 5909152, 4955790, 4168279, 4158553, 5862046, 14259271, 14259270, 14224223, 5864979, 5320209, 4165757, 14282999, 14248971, 14237436, 14236574, 14226648, 14226647, 14273884, 14192512, 14192511, 14168744, 14157420, 14147557, 14212872, 14198722, 14188350, 14060400, 14125658, 13981884, 13973533, 13970986, 14486236, 13724503, 13909703, 13745738, 13646324]","[8533758, 1252410, 31308550, 23475612, 9851916, 12186849, 27487388, 14657502, 22236406, 16184190, 10679949, 18611256, 8071315, 7782284, 19066957, 2, 108, 24288038, 21873635, 2903181, 17275380, 12630961, 10946006, 9457684, 8361539, 8939939, 1439810, 10446076]","[15411425, 17275380, 2946672, 9686820, 6403642, 5477641, 6023771, 13646324, 2429992, 365664, 7181449, 4031057, 2995989, 2339706, 7425890, 14168744, 3782476, 24288038, 13770408, 848999, 3930848, 6959555, 4135110, 9671739, 2828430, 11344558, 8361539, 8111381, 14925152, 6928647, 14237436, 221546, 2903181, 2932736, 1439810]","{7782284, 10679949, 2903181, 8071315, 23475612, 27487388, 8939939, 24288038, 12630961, 18611256, 1252410, 1439810, 8361539, 19066957, 10946006, 17275380, 22236406, 10446076, 8533758}","{3653634, 4104194, 11122693, 1904656, 8310805, 15765527, 182296, 4364313, 1728538, 13973533, 7749670, 6959145, 4366377, 21418029, 23033902, 3706925, 26396722, 11225145, 3887163, 4163646, 32311359, 24842304, 21874758, 2316362, 30398540, 716878, 5673037, 10092635, 10893406, 24170593, 3524709, 22104167, 5957740, 30038131, 25915509, 10360951, 4165757, 30021760, 5677189, 4915341, 2828430, 419983, 26224785, 7295130, 4448411, 32157853, 16955552, 6500514, 6668452, 10829996, 18784430, 10830000, 3915952, 8255668, 4665531, 13981884, 18567359, 23666884, 10580165, 4135110, 7422151, 1939657, 6557902, 10340561, 9382101, 5157077, 8876250, 1845467, 4978919, 622824, 934126, 10354927, 12417271, 14282999, 49401, 6576379, 4026621, 6875389, 31086851, 4346115, 782598, 5421321, 10856714, 3916044, 2846998, 9824535, 4264214, 26458397, 3954973, 17393954, 29620515, 5032229, 17258790, 2642215, 14661931, 15960365, 6193458, 23122227, 10225972, 7037235, 827699, 4976946, 32606520, 26073401, 21827896, 631097, 3066172, 8808765, 4102462, 5361987, 2982214, 5089609, 9851215, 4368720, 4637007, 7381337, 3139930, 4942170, 17824093, 15681888, 30923109, 24398183, 28514664, 23556456, 21805416, 221546, 205163, 10787183, 26816882, 2179443, 612722, 26868089, 4043131, 23746940, 5403010, 6330755, 5491083, 10891663, 12700048, 16728468, 4190613, 5824918, 25000351, 7664034, 19552676, 17605029, 5108132, 10959274, 5114285, 4719023, 9716144, 10037685, 6326713, 19601852, 2986430, 20953537, 6959555, 491973, 5489097, 7334347, 4030932, 5116382, 4000224, 21484009, 5036529, 8370676, 13646324, 10990076, 1640956, 8122882, 7803401, 7078415, 6613527, 4536856, 16390683, 11684382, 7322143, 2040353, 5245476, 490041, 252473, 2562621, 17570373, 10082886, 22121032, 180811, 2599500, 6130255, 4031057, 7135826, 29903445, 3086933, 4168279, 27460185, 14125658, 6023771, 32762461, 18027103, 28295777, 4942445, 8340078, 9638514, 4512375, 6294137, 8311419, 178813, 7346815, 9075328, 15671937, 32809602, 6789759, 164482, 9435782, 4084361, 7355018, 26546829, 9253519, 10984082, 6994580, 12135064, 6242973, 5862046, 164511, 5909152, 14168744, 11344558, 21195440, 11229873, 170675, 735924, 30730934, 1813177, 27179706, 6318779, 3832509, 5941972, 3377877, 17605339, 14486236, 21502686, 3930848, 4940517, 31914726, 6896363, 5659374, 205557, 27099900, 17132287, 23622402, 174851, 8770313, 24320780, 5264144, 20183831, 428829, 24781598, 22811425, 4123425, 5720868, 19442480, 4348721, 4574006, 3631927, 2753336, 7852858, 4766524, 8143678, 10629953, 498497, 76612, 11592517, 9784135, 5770055, 6888269, 232270, 5555021, 4957009, 6691669, 13724503, 25387865, 2380639, 6153056, 14224223, 6632291, 5034856, 4848489, 4995946, 7832429, 3640175, 11907952, 14060400, 6230900, 30731125, 10638197, 8422264, 26350457, 2339706, 10638203, 6708089, 23440258, 23053187, 5114757, 5766025, 6851466, 7054218, 26821516, 5766026, 16835471, 24812437, 23507868, 3042205, 6675358, 14236574, 20626336, 6671265, 11731874, 5651363, 26487725, 22150066, 8889269, 189366, 2687930, 5030843, 6304711, 9645001, 9645002, 9645004, 22027213, 9645013, 3421144, 26747865, 21244892, 4344798, 4193250, 23329770, 31087595, 6933487, 4553718, 3689473, 1420297, 17460234, 14248971, 5549074, 11308051, 5090327, 6355992, 1860638, 26147873, 29226019, 26612772, 19016739, 2429992, 14748715, 197677, 6454320, 32039990, 9012278, 32705593, 2176058, 9671739, 967739, 4129850, 32705600, 1274945, 14259270, 14259271, 31253576, 5504079, 5411920, 191571, 50260, 4117588, 4158553, 4791386, 6929501, 365664, 30782561, 848999, 6472810, 5799024, 4729970, 162931, 7171188, 5618806, 30020727, 58489, 31747195, 11347068, 11347069, 2448510, 11347071, 8975488, 1315969, 95362, 2446477, 5559438, 4785306, 4031653, 26561704, 24323242, 11347116, 195758, 5375161, 15711419, 14732481, 3552452, 5420234, 8133839, 21484752, 14226647, 26086616, 4725977, 14226648, 976092, 1731805, 2319582, 7646432, 609504, 24345829, 4533482, 5143786, 15654125, 28431603, 28712180, 5450995, 11767031, 4123897, 4193532, 10597631, 21333248, 5477641, 1013003, 2981135, 4111632, 8385810, 7089428, 8111381, 7961879, 11345181, 15658275, 32433446, 4121898, 810289, 17112370, 3632434, 7896372, 2020662, 4887868, 6118719, 10067265, 9717061, 5477702, 4166985, 4261194, 30629196, 4121932, 85326, 26062159, 6178129, 1150295, 14273884, 23192927, 16354657, 15207778, 6806887, 5334379, 3192172, 8527219, 9600371, 3290483, 11031927, 2944375, 4945280, 4875650, 1768838, 21394827, 27405710, 181647, 5025179, 7927209, 6415791, 4351407, 11031986, 517556, 30358967, 3995074, 2426307, 7171526, 18367944, 7851471, 20493784, 30154201, 194011, 30522860, 25427442, 11808245, 25488886, 5316085, 5092855, 4625913, 5422586, 8340987, 16143868, 4890104, 6813184, 6987270, 14740999, 2065927, 18566665, 384522, 24753676, 6493710, 6360590, 5320209, 11677202, 5864979, 27160094, 24917534, 10665502, 1005088, 5561886, 21087783, 6620711, 4107817, 13970986, 14749227, 5420589, 18239027, 5054004, 16569910, 2070076, 22353470, 3692094, 8277571, 4351560, 13745738, 6497872, 4873808, 4359767, 874076, 855647, 5246563, 1255018, 7229035, 25618028, 14157420, 3063411, 9875061, 5367419, 6973052, 2920062, 7853698, 3010179, 23090820, 11769484, 4955790, 21534356, 5738135, 6704795, 5912219, 327326, 7347872, 7980705, 12449451, 11284140, 10370733, 4345524, 18458293, 25763510, 2668215, 11198137, 6018748, 5764797, 4177599, 25335492, 13909703, 2991816, 14741197, 7057101, 208591, 2928339, 7161557, 3569372, 175836, 8849120, 167648, 4472544, 7130858, 4361962, 5549803, 5549807, 6315760, 6473459, 19056372, 9570036, 3565300, 15136504, 2432761, 6283000, 6246140, 14237436, 4163326, 4568833, 15142658, 17323779, 15107843, 2723586, 4173571, 14212872, 7350037, 27578136, 7315226, 4517658, 5590819, 9686820, 5443365, 3694376, 22378282, 23123764, 4175668, 12420918, 1783607, 25552696, 6168375, 24751931, 3012411, 25108285, 6631230, 14188350, 5779264, 2787138, 6027078, 83785, 2295628, 3782476, 6260556, 29540175, 7040848, 925520, 6319954, 3206997, 20592474, 23043934, 8462175, 4962143, 20957025, 7425890, 10198883, 30875496, 12185448, 198504, 31004524, 24072051, 11947895, 11792248, 4185977, 3223418, 14192511, 14192512, 8044420, 3792776, 3907464, 210827, 20402070, 20920215, 6027162, 9488285, 5509021, 5693348, 16193447, 26040232, 9467817, 6422441, 194472, 1374125, 2578350, 3925935, 5359538, 1267635, 5124019, 2232245, 10940349, 2553790, 3540925, 17022912, 3379137, 3690434, 405443, 163777, 4429757, 14198722, 15910857, 26630090, 24139731, 3975124, 4075477, 23859162, 8232922, 14653406, 5492703, 5492702, 16121828, 30113765, 5791718, 5636069, 14147557, 2621418, 17303531, 15095788, 7958507, 5775342, 4255726, 3794931, 3934198, 8660984, 27406331, 9412607}","{12186849, 2, 21873635, 31308550, 9851916, 108, 16184190, 9457684, 14657502}","{5477641, 2903181, 2828430, 8111381, 9686820, 24288038, 2429992, 14168744, 11344558, 9671739, 1439810, 6959555, 8361539, 4135110, 3782476, 4031057, 6023771, 365664, 3930848, 7425890, 848999, 221546, 17275380, 13646324, 2339706, 14237436}","{3653634, 4104194, 11122693, 1904656, 8310805, 15765527, 182296, 4364313, 1728538, 13973533, 7749670, 6959145, 4366377, 21418029, 23033902, 3706925, 26396722, 11225145, 3887163, 4163646, 32311359, 24842304, 21874758, 2316362, 30398540, 19066957, 716878, 5673037, 10092635, 10893406, 24170593, 3524709, 22104167, 5957740, 30038131, 25915509, 10360951, 4165757, 30021760, 5677189, 4915341, 419983, 26224785, 8071315, 7295130, 4448411, 32157853, 16955552, 6500514, 6668452, 10829996, 18784430, 10830000, 3915952, 8255668, 4665531, 13981884, 18567359, 23666884, 10580165, 7422151, 1939657, 6557902, 10340561, 9382101, 5157077, 8876250, 1845467, 4978919, 622824, 934126, 10354927, 12417271, 14282999, 49401, 6576379, 4026621, 6875389, 31086851, 4346115, 782598, 5421321, 10856714, 3916044, 2846998, 9824535, 4264214, 26458397, 3954973, 17393954, 29620515, 5032229, 17258790, 2642215, 14661931, 15960365, 6193458, 23122227, 10225972, 7037235, 827699, 4976946, 32606520, 26073401, 21827896, 631097, 3066172, 8808765, 4102462, 5361987, 2982214, 5089609, 9851215, 4368720, 4637007, 7381337, 3139930, 4942170, 17824093, 15681888, 30923109, 24398183, 28514664, 23556456, 21805416, 205163, 10787183, 26816882, 2179443, 612722, 26868089, 4043131, 23746940, 5403010, 6330755, 5491083, 10891663, 12700048, 16728468, 4190613, 5824918, 25000351, 7664034, 8939939, 19552676, 17605029, 5108132, 10959274, 5114285, 4719023, 9716144, 10037685, 6326713, 19601852, 2986430, 20953537, 491973, 5489097, 7334347, 4030932, 5116382, 4000224, 21484009, 5036529, 8370676, 10990076, 1640956, 8122882, 7803401, 7078415, 6613527, 4536856, 16390683, 11684382, 7322143, 2040353, 5245476, 490041, 252473, 2562621, 17570373, 10082886, 22121032, 180811, 2599500, 6130255, 7135826, 29903445, 3086933, 4168279, 27460185, 14125658, 32762461, 18027103, 28295777, 4942445, 8340078, 9638514, 4512375, 6294137, 8311419, 178813, 7346815, 9075328, 15671937, 32809602, 6789759, 164482, 9435782, 4084361, 7355018, 26546829, 9253519, 10984082, 6994580, 12135064, 6242973, 5862046, 164511, 5909152, 21195440, 11229873, 170675, 735924, 30730934, 1813177, 27179706, 6318779, 3832509, 5941972, 3377877, 17605339, 14486236, 21502686, 4940517, 31914726, 6896363, 5659374, 205557, 27099900, 17132287, 23622402, 174851, 8770313, 24320780, 5264144, 20183831, 428829, 24781598, 22811425, 4123425, 5720868, 19442480, 4348721, 4574006, 3631927, 2753336, 7852858, 4766524, 8143678, 10629953, 498497, 76612, 11592517, 9784135, 5770055, 6888269, 232270, 5555021, 4957009, 6691669, 13724503, 25387865, 2380639, 6153056, 14224223, 6632291, 5034856, 4848489, 4995946, 7832429, 3640175, 11907952, 14060400, 6230900, 30731125, 10638197, 8422264, 26350457, 10638203, 6708089, 23440258, 23053187, 5114757, 5766025, 6851466, 7054218, 26821516, 5766026, 16835471, 24812437, 23507868, 3042205, 6675358, 14236574, 20626336, 6671265, 11731874, 5651363, 26487725, 12630961, 22150066, 8889269, 189366, 2687930, 5030843, 6304711, 9645001, 9645002, 9645004, 22027213, 9645013, 3421144, 26747865, 21244892, 4344798, 4193250, 23329770, 31087595, 6933487, 4553718, 3689473, 1420297, 17460234, 14248971, 5549074, 11308051, 5090327, 6355992, 1860638, 26147873, 29226019, 26612772, 19016739, 14748715, 197677, 6454320, 32039990, 9012278, 18611256, 32705593, 2176058, 967739, 1252410, 4129850, 32705600, 1274945, 14259270, 14259271, 31253576, 5504079, 5411920, 191571, 50260, 4117588, 4158553, 4791386, 6929501, 30782561, 6472810, 5799024, 4729970, 162931, 7171188, 5618806, 30020727, 58489, 31747195, 11347068, 11347069, 2448510, 11347071, 8975488, 1315969, 95362, 2446477, 5559438, 4785306, 27487388, 4031653, 26561704, 24323242, 11347116, 195758, 5375161, 15711419, 14732481, 3552452, 5420234, 8133839, 21484752, 14226647, 26086616, 4725977, 14226648, 976092, 1731805, 2319582, 7646432, 609504, 24345829, 4533482, 5143786, 15654125, 28431603, 28712180, 5450995, 22236406, 11767031, 4123897, 10446076, 4193532, 10597631, 21333248, 1013003, 2981135, 4111632, 8385810, 7089428, 7961879, 11345181, 15658275, 32433446, 4121898, 810289, 17112370, 3632434, 7896372, 2020662, 4887868, 6118719, 10067265, 9717061, 5477702, 4166985, 4261194, 30629196, 4121932, 85326, 26062159, 6178129, 1150295, 14273884, 23192927, 16354657, 15207778, 6806887, 5334379, 3192172, 8527219, 9600371, 3290483, 11031927, 2944375, 4945280, 4875650, 1768838, 21394827, 27405710, 181647, 5025179, 23475612, 7927209, 6415791, 4351407, 11031986, 517556, 30358967, 3995074, 2426307, 7171526, 18367944, 7851471, 10946006, 20493784, 30154201, 194011, 30522860, 25427442, 11808245, 25488886, 5316085, 5092855, 4625913, 5422586, 8340987, 16143868, 4890104, 6813184, 6987270, 14740999, 2065927, 18566665, 384522, 24753676, 6493710, 6360590, 5320209, 11677202, 5864979, 27160094, 24917534, 10665502, 1005088, 5561886, 21087783, 6620711, 4107817, 13970986, 14749227, 5420589, 18239027, 5054004, 16569910, 2070076, 22353470, 3692094, 8277571, 4351560, 13745738, 6497872, 4873808, 4359767, 874076, 855647, 5246563, 1255018, 7229035, 25618028, 14157420, 3063411, 9875061, 5367419, 6973052, 2920062, 7853698, 3010179, 23090820, 11769484, 10679949, 4955790, 21534356, 5738135, 6704795, 5912219, 327326, 7347872, 7980705, 12449451, 11284140, 10370733, 4345524, 18458293, 25763510, 2668215, 11198137, 6018748, 5764797, 4177599, 25335492, 13909703, 2991816, 14741197, 7057101, 208591, 2928339, 7161557, 3569372, 175836, 8849120, 167648, 4472544, 7130858, 4361962, 5549803, 5549807, 6315760, 6473459, 19056372, 9570036, 3565300, 15136504, 2432761, 6283000, 6246140, 8533758, 4163326, 4568833, 15142658, 17323779, 15107843, 2723586, 4173571, 14212872, 7350037, 27578136, 7315226, 4517658, 5590819, 5443365, 3694376, 22378282, 23123764, 4175668, 12420918, 1783607, 25552696, 6168375, 24751931, 3012411, 25108285, 6631230, 14188350, 5779264, 2787138, 6027078, 83785, 2295628, 6260556, 29540175, 7040848, 925520, 6319954, 3206997, 20592474, 23043934, 8462175, 4962143, 20957025, 10198883, 30875496, 12185448, 198504, 31004524, 24072051, 11947895, 11792248, 4185977, 3223418, 14192511, 14192512, 8044420, 3792776, 3907464, 210827, 7782284, 20402070, 20920215, 6027162, 9488285, 5509021, 5693348, 16193447, 26040232, 9467817, 6422441, 194472, 1374125, 2578350, 3925935, 5359538, 1267635, 5124019, 2232245, 10940349, 2553790, 3540925, 17022912, 3379137, 3690434, 405443, 163777, 4429757, 14198722, 15910857, 26630090, 24139731, 3975124, 4075477, 23859162, 8232922, 14653406, 5492703, 5492702, 16121828, 30113765, 5791718, 5636069, 14147557, 2621418, 17303531, 15095788, 7958507, 5775342, 4255726, 3794931, 3934198, 8660984, 27406331, 9412607}","{2932736, 15411425, 14925152, 6928647, 13770408, 7181449, 2946672, 2995989, 6403642}"
